uf,cep,cnpj,pais,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,motivo_situacao_cadastral,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial,ano,mes
ba,40050565,08906994000111,brasil,demais,nazare,s/n,7133202172,salvador,da_fonte_das_pedras,9311500,,5.0,fonte_nova_negocios_e_participacoes_s.a._-_fnp,,175141000.0,7133202161,,,3849.0,sociedade_anonima_fechada,,,2,gestao_de_instalacoes_de_esportes,2927408.0,2007-06-26,,2007-06-26,,2054,0,1,10,ativa,ladeira,sem_motivo,matriz,2007,6
rj,22210030,12227426000161,brasil,demais,flamengo,78,2122534242,rio_de_janeiro,do_flamengo,6462000,sala_101_(parte),5.0,neoenergia_renovaveis_s.a.,,5281000000.0,2122535252,,,6001.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3304557.0,2010-07-14,,2010-07-14,,2054,0,1,10,ativa,praia,sem_motivo,matriz,2010,7
sp,04538132,03870455000580,brasil,demais,itaim_bibi,4300,9999999999,sao_paulo,brig_faria_lima,4637105,andar_12_sala_01,5.0,forno_de_minas_alimentos_ltda,,166935730.0,3130798211,3130798100,,7107.0,sociedade_empresaria_limitada,,,2,comercio_atacadista_de_massas_alimenticias,3550308.0,2009-05-27,,2009-05-27,,2062,0,2,5,ativa,avenida,sem_motivo,filial,2009,5
sp,05317020,22761584000150,brasil,demais,vila_leopoldina,291,,sao_paulo,manuel_bandeira,6462000,conj_23_bloco_d_andar_1,5.0,fortbras_autopecas_s.a.,,90318390.0,1145011800,1145011814,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2015-07-01,,2015-07-01,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2015,7
ce,60325000,02732968000138,brasil,demais,farias_brito,100,8539235319,fortaleza,bezerra_de_menezes,6613400,_401_402_404_-_414,5.0,fortbrasil_instituicao_de_pagamento_s.a,,36259376.0,8539235300,8539235319,,1389.0,sociedade_anonima_fechada,,,2,administracao_de_cartoes_de_credito,2304400.0,1998-09-15,,2001-03-16,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,1998,9
ce,60325000,49571208000150,brasil,demais,farias_brito,100,,fortaleza,bezerra_de_menezes,6492100,_415,5.0,fortbrasil_alfa_securitizadora_s.a,fortbrasil_alfa_securitizadora_s.a,10000.0,8539235300,,,1389.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,2304400.0,2023-02-10,,2023-02-10,,2054,0,1,5,ativa,avenida,sem_motivo,matriz,2023,2
ce,60325000,41890246000163,brasil,demais,farias_brito,100,,fortaleza,bezerra_de_menezes,6492100,_403,5.0,fortbrasil_securitizadora_s.a,,10000.0,8539235300,,,1389.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,2304400.0,2021-05-10,,2021-05-10,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2021,5
sp,06454070,07117240000543,brasil,demais,alphaville_centro_industrial_e_empresarial/alphav,594,1138183030,barueri,amazonas,4649499,andar_1,5.0,fortuna_comercio_ltda,chilli_beans,120951800.0,1138183030,,,6213.0,sociedade_empresaria_limitada,,,2,comercio_atacadista_de_outros_equipamentos_e_artigos_de_uso_pessoal_e_domestico_nao_especificados_anteriormente,3505708.0,2009-03-04,,2009-03-04,,2062,0,1,5,ativa,alameda,sem_motivo,matriz,2009,3
pr,83221755,76204130000108,brasil,demais,vila_portuaria,375,1149502831,paranagua,carlos_fonseca_de_araujo,5231102,terreo,5.0,fospar_s/a,,209468510.0,3433522122,3433522000,,7745.0,sociedade_anonima_fechada,,,2,atividades_do_operador_portuario,4118204.0,1974-05-31,,2005-11-03,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1974,5
sp,05501050,14311324000155,brasil,demais,butanta,120,,sao_paulo,lemos_monteiro,6462000,andar_14_parte,5.0,odebrecht_ambiental_-_centro_norte_s.a.,,297675800.0,1123888724,,,7107.0,sociedade_anonima_fechada,,,8,holdings_de_instituicoes_nao-financeiras,3550308.0,2011-09-09,,2017-12-05,,2054,2,1,10,baixada,rua,incorporacao,matriz,2011,9
sc,88015460,04591168000170,brasil,demais,centro,203,,florianopolis,germano_wendhausen,3511501,sala_401_executivo_beiramar,5.0,foz_do_chapeco_energia_s.a.,,254129340.0,4830295076,,,8105.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,4205407.0,2001-08-02,,2005-11-03,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2001,8
sp,04547905,07823262000103,brasil,demais,vila_olimpia,1996,1145712400,sao_paulo,gomes_de_carvalho,3511501,conj_151_sala_j_andar_15,5.0,foz_do_rio_claro_energia_s.a.,,168270000.0,1145712400,,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2006-01-26,,2006-01-26,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2006,1
mg,39580000,29970323000190,brasil,demais,francisco_sa,km_110,,francisco_sa,mg_122,7739099,_fazenda_caititu,5.0,francisco_sa_ii_geracao_de_energia_s.a.,,19869652.0,1128027263,,,4533.0,sociedade_anonima_fechada,,,2,"aluguel_de_outras_maquinas_e_equipamentos_comerciais_e_industriais_nao_especificados_anteriormente,_sem_operador",3126703.0,2018-03-19,,2018-03-19,,2054,0,1,10,ativa,rodovia,sem_motivo,matriz,2018,3
rs,90200310,27059460000141,brasil,demais,anchieta,90010,1137049840,porto_alegre,severo_dullius,5240101,,5.0,fraport_brasil_s.a_aeroporto_de_porto_alegre,,763499900.0,5133582982,,,8801.0,sociedade_anonima_fechada,,,2,operacao_dos_aeroportos_e_campos_de_aterrissagem,4314902.0,2017-02-08,,2017-02-08,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2017,2
rs,95115550,88610126000129,brasil,demais,forqueta,10945,5432891921,caxias_do_sul,122,2943300,"km_66,1",5.0,fras-le_sa,,600000000.0,5432391000,5432392015,,8599.0,sociedade_anonima_aberta,,,2,fabricacao_de_pecas_e_acessorios_para_o_sistema_de_freios_de_veiculos_automotores,4305108.0,1966-08-01,,2005-11-03,,2046,0,1,10,ativa,rodovia,sem_motivo,matriz,1966,8
pr,83045350,06337280000104,brasil,demais,afonso_pena,5525,4121020230,sao_jose_dos_pinhais,rui_barbosa,2759799,galpao4_galpao5_galpao6_galpao19,5.0,fresnomaq_industria_de_maquinas_s/a,lumini,7837300.0,4135139600,,,7885.0,sociedade_anonima_fechada,,,2,"fabricacao_de_outros_aparelhos_eletrodomesticos_nao_especificados_anteriormente,_pecas_e_acessorios",4125506.0,2004-06-24,,2005-06-24,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2004,6
sp,05424904,68093095000179,brasil,demais,pinheiros,524,1138752626,sao_paulo,pais_leme,4729699,conj_51/52_edif_passarelli,5.0,frooty_comercio_e_industria_de_alimentos_s.a.,"sp_ice,_frooty_acai,_acai_frooty",290379460.0,1130937100,,,7107.0,sociedade_anonima_fechada,,False,2,comercio_varejista_de_produtos_alimenticios_em_geral_ou_especializado_em_produtos_alimenticios_nao_especificados_anteriormente,3550308.0,1992-07-01,,2005-11-03,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1992,7
mt,78460752,20003699000150,brasil,demais,complexo_industrial_senador_atilio_fontana,sn,6535481500,lucas_do_rio_verde,linha_01-a,1931400,_portaria_01_e_02_industria_fs,5.0,fs_industria_de_biocombustiveis_ltda,fs_bioenergia,88083440.0,6535481500,,,9925.0,sociedade_empresaria_limitada,,,2,fabricacao_de_alcool,5105259.0,2014-04-01,,2014-04-01,,2062,0,2,49,ativa,estrada_municipal,sem_motivo,filial,2014,4
sp,04551000,31318293000183,brasil,demais,vila_olimpia,205,,sao_paulo,olimpiadas,3512300,andar_4_conj_41,5.0,fs_transmissora_de_energia_eletrica_s.a,,85014790.0,1135122539,,,7107.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3550308.0,2018-08-23,,2024-05-07,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2018,8
al,57051410,05680391000156,brasil,demais,farol,325,8211111111,maceio,joaquim_nabuco,6110803,,5.0,fsf_tecnologia_s.a.,aloo_telecom,65000000.0,8221233500,8221233501,,2785.0,sociedade_anonima_fechada,,,2,servicos_de_comunicacao_multimidia_-_scm,2704302.0,2003-06-03,,2005-11-03,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2003,6
rj,20030000,23274194000119,brasil,demais,centro,26,2125284459,rio_de_janeiro,graca_aranha,3511501,_loja_a_e_b_sala_201_a_2101,5.0,furnas_-_centrais_eletricas_s.a.,furnas_-_sede_-_escritorio_central,15439373000.0,2125283112,2125282879,,6001.0,sociedade_anonima_fechada,,,8,geracao_de_energia_eletrica,3304557.0,1966-09-26,,2024-07-01,,2054,2,1,16,baixada,avenida,incorporacao,matriz,1966,9
sp,04551060,44528771000121,brasil,demais,vila_olimpia,375,,sao_paulo,funchal,6810202,andar_4_conj_41_sala_15,5.0,fw15_empreendimentos_imobiliarios_s.a.,,1000.0,1123442999,,,7107.0,sociedade_anonima_fechada,,,2,aluguel_de_imoveis_proprios,3550308.0,2021-12-08,,2021-12-08,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2021,12
sp,01415002,12980585000132,brasil,demais,consolacao,756,,sao_paulo,bela_cintra,4110700,andar_3_conj_31,5.0,fyp_empreendimentos_imobiliarios_s.a.,,1000.0,1932513513,,,7107.0,sociedade_anonima_fechada,,,2,incorporacao_de_empreendimentos_imobiliarios,3550308.0,2010-11-29,,2010-11-29,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2010,11
ex,,38307135000177,bermudas,,hamilton,s/n,,,16_burnaby_street,6462000,hm11,,"g2d_investments,_ltd.",g2d,0.0,,,,,empresa_domiciliada_no_exterior,,,2,holdings_de_instituicoes_nao-financeiras,,2020-09-01,,2020-09-01,hamilton,2216,0,1,17,ativa,,sem_motivo,matriz,2020,9
sp,04538133,08720705000195,brasil,demais,itaim_bibi,3311,1133117581,sao_paulo,brigadeiro_faria_lima,6462000,conj_102,5.0,g5_holding_s/a,,955029.1,1133298846,1133298844,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2007-03-15,,2007-03-15,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2007,3
sp,04543900,01545826000107,brasil,demais,vila_nova_conceicao,1830,1132371191,sao_paulo,pres_juscelino_kubitschek,4110700,andar_13_conj_131_edif_1,5.0,gafisa_s/a.,,2653584400.0,1130255800,,,7107.0,sociedade_anonima_aberta,,,2,incorporacao_de_empreendimentos_imobiliarios,3550308.0,1996-11-13,,2005-11-03,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1996,11
sp,01455000,25116715000135,brasil,demais,jardim_europa,1240,,sao_paulo,hungria,6492100,andar_1_conj_12,5.0,spvcred_i_companhia_securitizadora_de_creditos_financeiros,,1000.0,1141412708,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2016-07-01,,2016-07-01,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2016,7
sp,01455000,26433778000188,brasil,demais,jardim_europa,1240,,sao_paulo,hungria,6492100,andar_1_conj_12,5.0,spvcred_ii_companhia_securitizadora_de_creditos_financeiros,,2000.0,1141412708,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2016-10-27,,2016-10-27,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2016,10
sp,04544051,28757881000109,brasil,demais,vila_nova_conceicao,633,,sao_paulo,min_jesuino_cardoso,6492100,andar_8_conj_81,5.0,gaia_cred_iv_companhia_securitizadora_de_creditos_financeiros,,1000.0,1130471010,,,7107.0,sociedade_anonima_fechada,,,8,securitizacao_de_creditos,3550308.0,2017-09-29,,2019-02-26,,2054,2,1,10,baixada,rua,incorporacao,matriz,2017,9
sp,04542090,14876090000193,brasil,demais,itaim_bibi,96,,sao_paulo,sader_macul,6492100,sala_sala_01,5.0,gaia_impacto_securitizadora_sa,,1500148.0,1151968387,,,7107.0,sociedade_anonima_aberta,,,2,securitizacao_de_creditos,3550308.0,2012-01-09,,2012-01-09,,2046,0,1,16,ativa,rua,sem_motivo,matriz,2012,1
sp,04542090,43530613000143,brasil,demais,itaim_bibi,96,,sao_paulo,sader_macul,6492100,,5.0,gaia_impacto_vivenda_ii_securitizadora_de_creditos_financeiros_sa,,1000.0,1151968387,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2021-09-15,,2021-09-15,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2021,9
rj,20040001,12997234000134,brasil,demais,centro,114,2122334100,rio_de_janeiro,rio_branco,8299799,sala_901,5.0,galileo_gestora_de_recebiveis_spe_s/a,,10000.0,2178074215,2199349320,,6001.0,sociedade_anonima_fechada,,,4,outras_atividades_de_servicos_prestados_principalmente_as_empresas_nao_especificadas_anteriormente,3304557.0,2010-12-13,,2018-10-17,,2054,63,1,16,inapta,avenida,omissao_de_declaracoes,matriz,2010,12
sp,04511001,11284210000175,brasil,demais,vila_nova_conceicao,644,,sao_paulo,afonso_braz,6462000,andar_3_conj_31_sala_01,5.0,galvao_participacoes_s.a.,,1211049500.0,1135729100,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2009-10-23,,2009-10-23,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2009,10
rj,20020010,02796775000140,brasil,demais,centro,00051,,rio_de_janeiro,presidente_antonio_carlos,6462000,_sal_1001,5.0,gama_participacoes_s.a,,1320950.4,2138043700,,,6001.0,sociedade_anonima_aberta,,,2,holdings_de_instituicoes_nao-financeiras,3304557.0,1998-09-28,,2005-08-27,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1998,9
go,73850000,38013764000194,brasil,demais,zona_rural,sn,,cristalina,"br-050,_km_101,_fazenda_fartura",3511501,,5.0,gameleira_geradora_de_energia_renovavel_s.a,,125263510.0,4130211100,,,9325.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,5206206.0,2020-08-07,,2020-08-07,,2054,0,1,10,ativa,rodovia,sem_motivo,matriz,2020,8
sp,17400000,13246724000161,brasil,demais,araceli,760,1434063040,garca,sao_paulo,2790299,,5.0,garen_automacao_s/a,garen_automacao,10000.0,1434076639,1434076646,,6435.0,sociedade_anonima_fechada,,,2,fabricacao_de_outros_equipamentos_e_aparelhos_eletricos_nao_especificados_anteriormente,3516705.0,2011-01-31,,2011-01-31,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2011,1
rj,23898772,11131464000153,brasil,demais,piranema,s/n,2122132552,seropedica,santa_rosa,3520401,,5.0,gas_verde_s/a,,1164460200.0,2199995757,,,786.0,sociedade_anonima_fechada,,,2,producao_de_gas;_processamento_de_gas_natural,3305554.0,2009-09-11,,2009-09-11,,2054,0,1,10,ativa,estrada,sem_motivo,matriz,2009,9
rj,22441120,10512581000102,brasil,demais,leblon,75,2122534242,rio_de_janeiro,rainha_guilhermina,6462000,,5.0,gaster_participacoes_s/a.,,1638852600.0,2132069150,,,6001.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3304557.0,2008-11-17,,2008-11-17,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2008,11
go,74093250,32562935000158,brasil,demais,setor_sul,761,,goiania,136,4110700,andar_7_edif_nasa_business_style_sala_a-2,5.0,gav2_empreendimentos_e_participacoes_ltda,gav2_holding,20547950.0,6230887400,,,9373.0,sociedade_empresaria_limitada,,,2,incorporacao_de_empreendimentos_imobiliarios,5208707.0,2019-01-25,,2019-01-25,,2062,0,1,5,ativa,avenida,sem_motivo,matriz,2019,1
pr,87485000,04382592000104,brasil,demais,centro,sn,4436638000,douradina,"antonio_pedroso_,_km_01,",6462000,sala_01,5.0,gazin_holding_s/a,gazin_holding,2000000000.0,4436638000,4436638000,,8465.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,4107256.0,2001-04-10,,2005-11-03,,2054,0,1,10,ativa,rodovia,sem_motivo,matriz,2001,4
pr,87485000,77941490000155,brasil,demais,centro,sn,4436638000,douradina,antonio_pedroso,4753900,,5.0,gazin_industria_e_comercio_de_moveis_e_eletrodomesticos_s.a,gazin_s.a.,1450000000.0,4436638000,4436638000,,8465.0,sociedade_anonima_fechada,,,2,comercio_varejista_especializado_de_eletrodomesticos_e_equipamentos_de_audio_e_video,4107256.0,1994-02-25,,2005-11-03,,2054,0,1,10,ativa,rodovia,sem_motivo,matriz,1994,2
sp,04551060,41774224000138,brasil,demais,vila_olimpia,538,,sao_paulo,funchal,6462000,sala_32_b_edif_work_place_funchal,5.0,gbs_participacoes_s.a.,,475819970.0,1143146420,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2021-04-30,,2021-04-30,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2021,4
sp,06216900,14184423000113,brasil,demais,presidente_altino,366,1151869999,osasco,fuad_auada_366,4110700,,5.0,estacao_osasco_desenvolvimento_imobiliario_s.a.,,136823440.0,1130191840,,,6789.0,sociedade_anonima_fechada,,,4,incorporacao_de_empreendimentos_imobiliarios,3534401.0,2011-08-09,,2024-09-02,,2054,63,1,10,inapta,avenida,omissao_de_declaracoes,matriz,2011,8
sp,04563060,49090873000121,brasil,demais,cidade_moncoes,107,,sao_paulo,conceicao_de_monte_alegre,6463800,andar_torre_a_9_andar,5.0,gcb_finance_s.a,,5820798.0,1125004699,,,7107.0,sociedade_anonima_aberta,,,2,"outras_sociedades_de_participacao,_exceto_holdings",3550308.0,2023-01-06,,2023-01-06,,2046,0,1,10,ativa,rua,sem_motivo,matriz,2023,1
sp,04530000,34656852000153,brasil,demais,itaim_bibi,618,,sao_paulo,dr_renato_paes_de_barros,6462000,conj_01_e_04_vg_edif_rpb,5.0,gd_-_geracao_distribuida_participacoes_s.a,gdsun,487599650.0,1154141741,1140698843,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2019-08-26,,2019-08-26,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2019,8
pr,86183751,07007165000134,brasil,demais,parque_industrial_jose_garcia_gimenes,2700,,cambe,antonio_rasteiro_filho,7740300,,5.0,gdm_genetica_do_brasil_s._a.,,29913716.0,4333059300,,,7471.0,sociedade_anonima_fechada,,,2,gestao_de_ativos_intangiveis_nao-financeiros,4103701.0,2004-09-21,,,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2004,9
sp,04530000,34366520000134,brasil,demais,itaim_bibi,618,,sao_paulo,dr_renato_paes_de_barros,6462000,conj_01_e_4_vg_cond_edificio_rpb_618,5.0,gdpar_sn_participacoes_em_projetos_solares_s/a,solarian_usina_8_spe,77237896.0,1154141741,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2019-07-30,,2019-07-30,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2019,7
sp,01451010,34731244000166,brasil,demais,itaim_bibi,192,,sao_paulo,iguatemi,6462000,andar_13_conj_133_sala_2_edif_iguatemi_offices_bui,5.0,gdpar_sr_participacoes_em_projetos_solares_s.a.,,17546716.0,1154141741,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2019-09-02,,2019-09-02,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2019,9
rj,25665442,02415937000153,brasil,demais,duarte_silveira,168,1130678472,petropolis,joao_xavier,6461100,galpao01_sala_ge_capital,5.0,general_electric_capital_do_brasil_ltda,,815376500.0,1130678472,,,5877.0,sociedade_empresaria_limitada,,,2,holdings_de_instituicoes_financeiras,3303906.0,1998-03-18,,2001-03-20,,2062,0,1,5,ativa,rua,sem_motivo,matriz,1998,3
sp,01228200,08764621000153,brasil,demais,consolacao,2466,1131593727,sao_paulo,angelica,4110700,andar_24_conj_241,5.0,general_shopping_e_outlets_do_brasil_s.a,,389625570.0,1131595100,,,7107.0,sociedade_anonima_aberta,,,2,incorporacao_de_empreendimentos_imobiliarios,3550308.0,2007-03-30,,2007-03-30,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,2007,3
am,69037004,07469933000171,brasil,demais,ponta_negra,2,9236722300,manaus,cmdor._gutemberg_barbosa,3511501,,5.0,gera_amazonas_geradora_de_energia_do_amazonas_s/a.,geradora_de_energia_amazonas_s/a,50963344.0,9236722300,9236722317,,255.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,1302603.0,2005-07-01,,2005-07-01,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2005,7
rj,22210030,09136819000155,brasil,demais,flamengo,78,2132359800,rio_de_janeiro,do_flamengo,3511501,andar_4_parte,5.0,geracao_ceu_azul_s.a.,,949394000.0,2132359800,2132359808,,6001.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3304557.0,2007-09-26,,2007-09-26,,2054,0,1,10,ativa,praia,sem_motivo,matriz,2007,9
rj,22775028,14180940000114,brasil,demais,jacarepagua,200,3234296449,rio_de_janeiro,almirante_julio_de_sa_bierrenbach,3511501,edif_pacific_tower_bloco_02_andar_2_e_4_sala_201_a_204-_401_a_404,5.0,geracao_biomassa_vista_alegre_i_s.a.,,33552412.0,2124395150,,,6001.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3304557.0,2011-08-09,,2011-08-09,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2011,8
pr,80210010,19953139000188,brasil,demais,jardim_botanico,2197,1133927588,curitiba,doutor_dario_lopes_dos_santos,3511501,conj_704_andar_07_cond_corporate_jardim_botbloco_corporate_jd_botanic,5.0,geradora_eolica_bons_ventos_da_serra_2_s.a.,geradora_eolica_bons_ventos_da_serra_2_s.a.,319130780.0,8521816281,,,7535.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,4106902.0,2014-03-26,,2014-03-26,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2014,3
ce,60115191,14080223000110,brasil,demais,aldeota,1153,1133922449,fortaleza,monsenhor_bruno,3511501,_sala_1004,5.0,geradora_eolica_bons_ventos_da_serra_i_s.a.,,84631704.0,8592355826,,,1389.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,2304400.0,2011-07-12,,2011-07-12,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2011,7
sp,05425070,33611500000119,brasil,demais,pinheiros,8501,,sao_paulo,doutora_ruth_cardoso,2423702,andar_8_conj_2,5.0,gerdau_s.a.,,24347292000.0,1130946600,,,7107.0,sociedade_anonima_aberta,,,2,"producao_de_laminados_longos_de_aco,_exceto_tubos",3550308.0,1971-03-09,,2005-11-03,,2046,0,1,10,ativa,avenida,sem_motivo,matriz,1971,3
sp,04543000,43513998000130,brasil,demais,vila_nova_conceicao,360,,sao_paulo,pres_juscelino_kubitschek,6463800,andar_11_sala_gep11,5.0,geriba_participacoes_11_s.a.,,1000.0,1134785950,,,7107.0,sociedade_anonima_fechada,,,2,"outras_sociedades_de_participacao,_exceto_holdings",3550308.0,2021-09-14,,2021-09-14,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2021,9
rn,59390000,15231615000104,brasil,demais,centro,297,,lagoa_nova,dr._silvio_bezerra_de_melo,3511501,sala_05,5.0,elawan_eolica_agreste_s.a.,,66078644.0,8491131328,,,1729.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,2406502.0,2012-03-20,,2012-03-20,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2012,3
rn,59390000,15231479000144,brasil,demais,centro,297,,lagoa_nova,dr._silvio_bezerra_de_melo,3511501,sala_06,5.0,elawan_eolica_alvorada_s.a.,,40971468.0,8491131328,,,1729.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,2406502.0,2012-03-20,,2012-03-20,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2012,3
rn,59390000,15231547000175,brasil,demais,centro,297,,lagoa_nova,dr._silvio_bezerra_de_melo,3511501,sala_04,5.0,elawan_eolica_jardins_s.a.,,76328000.0,8491131328,,,1729.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,2406502.0,2012-03-20,,2012-03-20,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2012,3
